MR	NumUP	NumDN	Index_maVitro	Index_maVivo	Index_hmVitro	Index_hmVivo	Index_Focused
RAD17	1	0	0	0	0	0	0
RAB4A	1	0	0	0	0	0	0
ARL2BP	1	0	0	0	0	0	0
E2F6	1	0	0	0	0	0	0
TMEM101	1	0	0	0	0	0	0
CSNK2A1	1	0	1	0	1	1	1
CHURC1	1	0	0	0	0	0	0
CBX5	1	0	0	0	0	0	0
SET	1	0	0	0	0	0	0
APH1B	1	0	0	0	0	0	0
TP53	1	0	0	0	0	0	0
NF2	1	0	0	0	0	0	0
ZMYND11	1	0	0	0	0	0	0
HMGN2	1	0	0	0	0	0	0
ARL2	1	0	0	0	0	0	0
PPP2R5D	1	0	0	0	0	0	0
XRN2	1	0	0	0	0	0	0
RPS6KA3	1	0	0	0	0	0	0
PPT1	1	0	0	0	0	0	0
TMPO	1	0	0	0	0	0	0
EP300	0	1	0	0	0	0	0
SMURF1	0	1	0	0	0	0	0
SUPT6H	0	1	0	0	0	0	0
ZBTB17	0	1	0	0	0	0	0
DAPK3	0	1	0	0	0	0	0
LEMD3	0	1	0	0	0	0	0
KDM6A	0	1	1	0	1	1	1
IRAK2	0	1	0	0	0	0	0
PLEKHM1	0	1	0	0	0	0	0
MAFK	0	1	0	0	0	0	0
ZBTB7A	0	1	0	0	0	0	0
CDK11A	0	1	0	0	0	0	0
ZSWIM4	0	1	0	0	0	0	0
SQSTM1	0	1	0	0	0	0	0
RELA	0	1	0	0	0	0	0
GDI1	0	1	0	0	0	0	0
MAPK13	0	1	0	0	0	0	0
ZNF335	0	1	0	0	0	0	0
NFKB2	0	1	0	0	0	0	0
PHF1	0	1	0	0	0	0	0
TNK2	0	1	0	0	0	0	0
CASZ1	0	1	0	0	0	0	0
ZFYVE1	0	1	0	0	0	0	0
MYO9B	0	1	0	0	0	0	1
CDK11B	0	1	0	0	0	0	0
RNF10	0	1	0	0	0	0	0
ZNFX1	0	1	0	0	0	0	0
ULK1	0	1	0	0	0	0	0
JUND	0	1	0	0	0	0	0
HDAC5	0	1	0	0	0	0	0
RALGDS	0	1	0	0	0	0	0
ZC3H12A	0	1	0	0	0	0	0
AGER	0	1	0	0	0	0	0
CIC	0	1	0	0	0	0	0
ZNF394	0	1	0	0	0	0	0
TSC22D2	0	1	0	0	0	0	0
ELL	0	1	0	0	0	0	0
KDM5C	0	1	0	0	0	0	0
