"xGene"	"ma_vitro"	"hm_vitro"	"ma_vivo"	"hm_vivo"	"group"
"Mm Polr3k"	1	0	0	0	"vitro_only"
"Mm Pomp"	1	1	0	0	"vitro_only"
"Mm Pop1"	1	1	1	0	"shared"
"Mm Pop5"	1	0	0	0	"vitro_only"
"Mm Pop7"	1	1	0	0	"vitro_only"
"Mm Pot1a"	1	1	0	1	"shared"
"Mm Pou3f4"	1	0	0	0	"vitro_only"
"Mm Ppa2"	1	0	1	0	"shared"
"Mm Ppan"	1	1	0	0	"vitro_only"
"Mm Ppat"	1	0	0	0	"vitro_only"
"Mm Ppcdc"	1	1	0	0	"vitro_only"
"Mm Ppcs"	1	1	0	1	"shared"
"Mm Pphln1"	1	0	0	0	"vitro_only"
"Mm Ppie"	1	0	0	0	"vitro_only"
"Mm Ppih"	1	0	0	0	"vitro_only"
"Mm Ppil2"	1	1	0	0	"vitro_only"
"Mm Ppil4"	1	1	1	1	"shared"
"Mm Ppm1d"	1	1	0	1	"shared"
"Mm Ppp1ca"	1	0	0	0	"vitro_only"
"Mm Ppp1cb"	1	1	0	1	"shared"
"Mm Ppp1r10"	1	1	0	0	"vitro_only"
"Mm Ppp1r11"	1	0	0	0	"vitro_only"
"Mm Ppp2r1a"	1	1	0	0	"vitro_only"
"Mm Ppp2r4"	1	1	1	0	"shared"
"Mm Ppp4c"	1	1	0	0	"vitro_only"
"Mm Ppp6c"	1	1	0	0	"vitro_only"
"Mm Ppwd1"	1	1	1	0	"shared"
"Mm Ppy"	1	0	0	0	"vitro_only"
"Mm Prc1"	1	1	0	0	"vitro_only"
"Mm Preb"	1	0	0	0	"vitro_only"
"Mm Prim1"	1	1	0	1	"shared"
"Mm Prim2"	1	1	0	0	"vitro_only"
"Mm Prkrir"	1	0	0	0	"vitro_only"
"Mm Prmt5"	1	1	0	0	"vitro_only"
"Mm Prpf19"	1	1	0	0	"vitro_only"
"Mm Prpf38a"	1	1	0	1	"shared"
"Mm Prpf38b"	1	0	0	0	"vitro_only"
"Mm Prpf4"	1	1	0	0	"vitro_only"
"Mm Prpf8"	1	1	1	0	"shared"
"Mm Prr12"	1	1	0	0	"vitro_only"
"Mm Prss53"	1	0	0	0	"vitro_only"
"Mm Psg27"	1	0	0	0	"vitro_only"
"Mm Psma1"	1	1	1	0	"shared"
"Mm Psma2"	1	1	0	0	"vitro_only"
"Mm Psma4"	1	1	0	0	"vitro_only"
"Mm Psma5"	1	0	1	0	"shared"
"Mm Psma6"	1	1	0	0	"vitro_only"
"Mm Psma7"	1	0	0	0	"vitro_only"
"Mm Psmb1"	1	1	0	0	"vitro_only"
"Mm Psmb2"	1	0	1	0	"shared"
"Mm Psmb3"	1	1	0	0	"vitro_only"
"Mm Psmb4"	1	1	0	0	"vitro_only"
"Mm Psmb6"	1	1	0	0	"vitro_only"
"Mm Psmb7"	1	1	0	0	"vitro_only"
"Mm Psmc1"	1	1	0	0	"vitro_only"
"Mm Psmc2"	1	1	0	1	"shared"
"Mm Psmc3"	1	1	0	0	"vitro_only"
"Mm Psmc4"	1	1	0	0	"vitro_only"
"Mm Psmc5"	1	0	1	0	"shared"
"Mm Psmc6"	1	1	0	1	"shared"
"Mm Psmd11"	1	1	1	1	"shared"
"Mm Psmd12"	1	0	0	0	"vitro_only"
"Mm Psmd13"	1	0	0	0	"vitro_only"
"Mm Psmd14"	1	1	0	0	"vitro_only"
"Mm Psmd1"	1	1	0	0	"vitro_only"
"Mm Psmd3"	1	0	0	0	"vitro_only"
"Mm Psmd4"	1	1	0	0	"vitro_only"
"Mm Psmd6"	1	1	0	0	"vitro_only"
"Mm Psmd8"	1	0	0	0	"vitro_only"
"Mm Psmg1"	1	1	0	0	"vitro_only"
"Mm Psmg2"	1	0	1	0	"shared"
"Mm Psmg3"	1	1	0	0	"vitro_only"
"Mm Psmg4"	1	0	0	0	"vitro_only"
"Mm Ptma"	1	0	0	0	"vitro_only"
"Mm Ptpmt1"	1	1	1	0	"shared"
"Mm Ptpn11"	1	0	0	0	"vitro_only"
"Mm Pwp1"	1	0	0	0	"vitro_only"
"Mm Pwp2"	1	0	0	0	"vitro_only"
"Mm Pygo2"	1	0	0	0	"vitro_only"
"Mm Pyroxd1"	1	0	0	0	"vitro_only"
"Mm Qk"	1	0	1	0	"shared"
"Mm Qrsl1"	1	1	0	0	"vitro_only"
"Mm Rab10"	1	0	1	0	"shared"
"Mm Rab6a"	1	1	0	0	"vitro_only"
"Mm Rab7"	1	0	0	0	"vitro_only"
"Mm Rabggtb"	1	1	0	0	"vitro_only"
"Mm Rabif"	1	1	0	0	"vitro_only"
"Mm Racgap1"	1	1	0	0	"vitro_only"
"Mm Rad17"	1	0	0	0	"vitro_only"
"Mm Rad1"	1	0	0	1	"shared"
"Mm Rad21"	1	1	0	0	"vitro_only"
"Mm Rad50"	1	1	0	0	"vitro_only"
"Mm Rad51c"	1	0	0	0	"vitro_only"
"Mm Rad51d"	1	0	1	0	"shared"
"Mm Rad51"	1	0	1	0	"shared"
"Mm Rad9a"	1	1	0	1	"shared"
"Mm Rae1"	1	0	0	0	"vitro_only"
"Mm Ranbp3"	1	0	1	0	"shared"
"Mm Ran"	1	1	0	0	"vitro_only"
"Mm Rap1gds1"	1	1	0	0	"vitro_only"
"Mm Rbbp4"	1	1	1	0	"shared"
"Mm Rbbp5"	1	1	0	0	"vitro_only"
"Mm Rbbp6"	1	0	0	0	"vitro_only"
"Mm Rbbp8"	1	0	0	0	"vitro_only"
"Mm Rbm15"	1	0	0	0	"vitro_only"
"Mm Rbm22"	1	0	1	0	"shared"
"Mm Rbm25"	1	1	0	0	"vitro_only"
"Mm Rbm27"	1	0	0	1	"shared"
"Mm Rbm28"	1	1	0	0	"vitro_only"
"Mm Rbm8a"	1	0	0	0	"vitro_only"
"Mm Rbmx2"	1	1	1	0	"shared"
"Mm Rbx1"	1	1	0	0	"vitro_only"
"Mm Rcc1"	1	1	0	0	"vitro_only"
"Mm Rce1"	1	0	0	0	"vitro_only"
"Mm Rcl1"	1	1	0	1	"shared"
"Mm Rfc2"	1	0	0	0	"vitro_only"
"Mm Rfc3"	1	0	0	0	"vitro_only"
"Mm Rfc4"	1	1	0	0	"vitro_only"
"Mm Rfc5"	1	1	0	0	"vitro_only"
"Mm Rfk"	1	1	0	1	"shared"
"Mm Rft1"	1	1	0	1	"shared"
"Mm Rgp1"	1	0	0	0	"vitro_only"
"Mm Rhoa"	1	0	1	0	"shared"
"Mm Rhog"	1	0	0	0	"vitro_only"
"Mm Rhox3c"	1	0	0	0	"vitro_only"
"Mm Rif1"	1	0	0	0	"vitro_only"
"Mm Riok1"	1	0	0	0	"vitro_only"
"Mm Riok2"	1	0	0	0	"vitro_only"
"Mm Rlim"	1	0	0	0	"vitro_only"
"Mm Rnase4"	1	0	0	0	"vitro_only"
"Mm Rnaseh2b"	1	0	0	0	"vitro_only"
"Mm Rnasek"	1	1	0	0	"vitro_only"
"Mm Rnf111"	1	0	0	0	"vitro_only"
"Mm Rnf185"	1	0	0	0	"vitro_only"
"Mm Rnf20"	1	1	0	0	"vitro_only"
"Mm Rnf31"	1	0	0	0	"vitro_only"
"Mm Rnf40"	1	0	0	0	"vitro_only"
"Mm Rnf4"	1	0	0	0	"vitro_only"
"Mm Rngtt"	1	1	0	1	"shared"
"Mm Rnmt"	1	0	1	0	"shared"
"Mm Rnps1"	1	0	0	0	"vitro_only"
"Mm Romo1"	1	1	1	0	"shared"
"Mm Rpa1"	1	1	0	0	"vitro_only"
"Mm Rpa2"	1	0	0	0	"vitro_only"
"Mm Rpa3"	1	1	1	0	"shared"
"Mm Rpain"	1	0	0	0	"vitro_only"
"Mm Rpe"	1	0	0	0	"vitro_only"
"Mm Rpf1"	1	0	0	0	"vitro_only"
"Mm Rpf2"	1	1	0	0	"vitro_only"
"Mm Rpia"	1	1	0	0	"vitro_only"
"Mm Rpl10a"	1	0	0	0	"vitro_only"
"Mm Rpl10"	1	1	0	0	"vitro_only"
"Mm Rpl11"	1	1	0	0	"vitro_only"
"Mm Rpl12"	1	0	0	0	"vitro_only"
"Mm Rpl13a"	1	1	0	0	"vitro_only"
"Mm Rpl13"	1	0	0	0	"vitro_only"
"Mm Rpl14"	1	1	0	0	"vitro_only"
"Mm Rpl15"	1	0	0	0	"vitro_only"
"Mm Rpl17"	1	1	0	0	"vitro_only"
"Mm Rpl18a"	1	1	0	0	"vitro_only"
"Mm Rpl18"	1	1	0	1	"shared"
"Mm Rpl19"	1	1	0	0	"vitro_only"
"Mm Rpl21"	1	1	0	1	"shared"
"Mm Rpl23a"	1	1	1	0	"shared"
"Mm Rpl23"	1	0	0	0	"vitro_only"
"Mm Rpl24"	1	1	0	1	"shared"
"Mm Rpl26"	1	1	0	0	"vitro_only"
"Mm Rpl27a"	1	1	0	0	"vitro_only"
"Mm Rpl27"	1	1	0	0	"vitro_only"
"Mm Rpl28"	1	0	0	0	"vitro_only"
"Mm Rpl29"	1	0	0	0	"vitro_only"
"Mm Rpl30"	1	1	0	0	"vitro_only"
"Mm Rpl31"	1	0	0	0	"vitro_only"
"Mm Rpl32"	1	1	0	0	"vitro_only"
"Mm Rpl35a"	1	1	0	1	"shared"
"Mm Rpl36a"	1	0	0	0	"vitro_only"
"Mm Rpl36"	1	1	0	0	"vitro_only"
"Mm Rpl37a"	1	1	0	0	"vitro_only"
"Mm Rpl37"	1	0	0	0	"vitro_only"
"Mm Rpl38"	1	1	0	1	"shared"
"Mm Rpl39"	1	1	0	0	"vitro_only"
"Mm Rpl3"	1	1	0	0	"vitro_only"
"Mm Rpl4"	1	1	0	0	"vitro_only"
"Mm Rpl5"	1	1	1	0	"shared"
"Mm Rpl6"	1	1	0	0	"vitro_only"
"Mm Rpl7a"	1	1	0	0	"vitro_only"
"Mm Rpl7l1"	1	1	0	0	"vitro_only"
"Mm Rpl7"	1	1	0	0	"vitro_only"
"Mm Rpl8"	1	1	0	0	"vitro_only"
"Mm Rpl9"	1	1	0	0	"vitro_only"
"Mm Rplp0"	1	1	0	0	"vitro_only"
"Mm Rplp1"	1	1	0	0	"vitro_only"
"Mm Rplp2"	1	0	0	0	"vitro_only"
"Mm Rpn1"	1	1	0	0	"vitro_only"
"Mm Rpn2"	1	0	0	0	"vitro_only"
"Mm Rpp21"	1	1	0	0	"vitro_only"
"Mm Rps10"	1	0	0	0	"vitro_only"
"Mm Rps11"	1	1	0	1	"shared"
"Mm Rps12"	1	0	0	0	"vitro_only"
"Mm Rps13"	1	1	0	0	"vitro_only"
"Mm Rps14"	1	1	0	0	"vitro_only"
"Mm Rps15a"	1	1	0	0	"vitro_only"
"Mm Rps15"	1	1	0	0	"vitro_only"
"Mm Rps16"	1	1	0	0	"vitro_only"
"Mm Rps17"	1	1	0	0	"vitro_only"
"Mm Rps18"	1	1	0	0	"vitro_only"
"Mm Rps19bp1"	1	0	0	0	"vitro_only"
"Mm Rps19"	1	1	0	0	"vitro_only"
"Mm Rps20"	1	1	0	0	"vitro_only"
"Mm Rps21"	1	1	0	0	"vitro_only"
"Mm Rps23"	1	1	0	0	"vitro_only"
"Mm Rps24"	1	1	0	0	"vitro_only"
"Mm Rps25"	1	0	0	0	"vitro_only"
"Mm Rps26"	1	0	0	0	"vitro_only"
"Mm Rps27a"	1	0	0	1	"shared"
"Mm Rps27l"	1	1	0	0	"vitro_only"
"Mm Rps27rt"	1	1	0	0	"vitro_only"
"Mm Rps27"	1	1	0	0	"vitro_only"
"Mm Rps28"	1	1	0	0	"vitro_only"
"Mm Rps29"	1	1	0	0	"vitro_only"
"Mm Rps2"	1	0	0	0	"vitro_only"
"Mm Rps3a1"	1	0	1	0	"shared"
"Mm Rps3"	1	1	0	0	"vitro_only"
"Mm Rps4x"	1	1	0	0	"vitro_only"
"Mm Rps5"	1	1	0	0	"vitro_only"
"Mm Rps6"	1	1	0	0	"vitro_only"
"Mm Rps7"	1	1	0	0	"vitro_only"
"Mm Rps8"	1	1	0	0	"vitro_only"
"Mm Rps9"	1	1	0	1	"shared"
"Mm Rpsa"	1	1	0	0	"vitro_only"
"Mm Rptor"	1	0	1	0	"shared"
"Mm Rpusd4"	1	1	0	0	"vitro_only"
"Mm Rragc"	1	0	1	0	"shared"
"Mm Rrm1"	1	0	0	0	"vitro_only"
"Mm Rrm2"	1	1	0	0	"vitro_only"
"Mm Rrn3"	1	1	0	0	"vitro_only"
"Mm Rrp12"	1	1	0	0	"vitro_only"
"Mm Rrp15"	1	0	0	0	"vitro_only"
"Mm Rrp1"	1	1	0	0	"vitro_only"
"Mm Rrp36"	1	1	0	0	"vitro_only"
"Mm Rrp7a"	1	1	0	0	"vitro_only"
"Mm Rrp8"	1	0	0	0	"vitro_only"
"Mm Rrp9"	1	1	0	0	"vitro_only"
"Mm Rrs1"	1	0	0	0	"vitro_only"
"Mm Rsbn1"	1	0	0	0	"vitro_only"
"Mm Rsl1d1"	1	1	0	0	"vitro_only"
"Mm Rsl24d1"	1	1	0	0	"vitro_only"
"Mm Rtcb"	1	0	0	0	"vitro_only"
"Mm Rtel1"	1	1	0	1	"shared"
"Mm Rtfdc1"	1	0	0	0	"vitro_only"
"Mm Rtn4ip1"	1	0	1	0	"shared"
"Mm Runx2"	1	0	0	0	"vitro_only"
"Mm Ruvbl1"	1	1	1	0	"shared"
"Mm Ruvbl2"	1	1	0	0	"vitro_only"
"Mm Sacm1l"	1	1	1	1	"shared"
"Mm Sae1"	1	1	0	0	"vitro_only"
"Mm Sap18"	1	0	0	0	"vitro_only"
"Mm Sap30bp"	1	0	0	0	"vitro_only"
"Mm Sarnp"	1	0	0	0	"vitro_only"
"Mm Sars2"	1	1	1	0	"shared"
"Mm Sars"	1	1	0	0	"vitro_only"
"Mm Sart1"	1	1	0	0	"vitro_only"
"Mm Sart3"	1	1	0	0	"vitro_only"
"Mm Sass6"	1	0	0	0	"vitro_only"
"Mm Sbds"	1	1	0	0	"vitro_only"
"Mm Sc5d"	1	0	0	0	"vitro_only"
"Mm Scap"	1	1	0	0	"vitro_only"
"Mm Scd2"	1	1	0	0	"vitro_only"
"Mm Sco2"	1	1	1	1	"shared"
"Mm Sdad1"	1	1	0	1	"shared"
"Mm Sde2"	1	0	0	0	"vitro_only"
"Mm Sdhaf2"	1	0	1	0	"shared"
"Mm Sdha"	1	1	0	0	"vitro_only"
"Mm Sdhb"	1	1	0	0	"vitro_only"
"Mm Sdhc"	1	1	0	0	"vitro_only"
"Mm Sdhd"	1	1	0	0	"vitro_only"
"Mm Sec13"	1	0	0	0	"vitro_only"
"Mm Sec14l1"	1	1	0	0	"vitro_only"
"Mm Sec22b"	1	1	0	0	"vitro_only"
"Mm Sec23b"	1	0	1	0	"shared"
"Mm Sec31a"	1	1	0	0	"vitro_only"
"Mm Sec61a1"	1	1	0	0	"vitro_only"
"Mm Sec63"	1	0	1	0	"shared"
"Mm Senp1"	1	0	0	0	"vitro_only"
"Mm Sephs2"	1	1	0	1	"shared"
"Mm Serf2"	1	1	1	0	"shared"
"Mm Setd1a"	1	0	0	0	"vitro_only"
"Mm Setd3"	1	0	0	0	"vitro_only"
"Mm Sf1"	1	1	0	0	"vitro_only"
"Mm Sf3a1"	1	1	0	0	"vitro_only"
"Mm Sf3a3"	1	1	0	1	"shared"
"Mm Sf3b2"	1	0	0	0	"vitro_only"
"Mm Sf3b3"	1	1	0	0	"vitro_only"
"Mm Sf3b4"	1	1	0	0	"vitro_only"
"Mm Sf3b5"	1	1	0	0	"vitro_only"
"Mm Sfpq"	1	0	1	0	"shared"
"Mm Sfswap"	1	0	0	0	"vitro_only"
"Mm Sgol1"	1	0	0	0	"vitro_only"
"Mm Sh3gl1"	1	0	0	0	"vitro_only"
"Mm Sh3rf2"	1	0	0	0	"vitro_only"
"Mm Shfm1"	1	1	0	0	"vitro_only"
"Mm Shoc2"	1	0	0	0	"vitro_only"
"Mm Shq1"	1	1	0	0	"vitro_only"
"Mm Sin3a"	1	0	0	0	"vitro_only"
"Mm Six4"	1	1	0	0	"vitro_only"
"Mm Ska1"	1	1	0	0	"vitro_only"
"Mm Skint6"	1	0	0	0	"vitro_only"
"Mm Skiv2l2"	1	1	0	0	"vitro_only"
"Mm Slbp"	1	0	0	0	"vitro_only"
"Mm Slc16a3"	1	0	0	0	"vitro_only"
"Mm Slc22a23"	1	0	0	0	"vitro_only"
"Mm Slc25a22"	1	0	1	1	"shared"
"Mm Slc25a26"	1	0	0	0	"vitro_only"
"Mm Slc25a36"	1	0	0	0	"vitro_only"
"Mm Slc25a3"	1	1	0	1	"shared"
"Mm Slc2a1"	1	0	0	1	"shared"
"Mm Slc35b1"	1	0	0	0	"vitro_only"
"Mm Slc38a2"	1	0	0	0	"vitro_only"
"Mm Slc39a10"	1	1	0	0	"vitro_only"
"Mm Slc3a2"	1	1	0	0	"vitro_only"
"Mm Slc7a1"	1	1	0	0	"vitro_only"
"Mm Slmo2"	1	1	0	0	"vitro_only"
"Mm Slu7"	1	0	0	0	"vitro_only"
"Mm Smarca4"	1	0	0	0	"vitro_only"
"Mm Smarca5"	1	0	0	0	"vitro_only"
"Mm Smarcd2"	1	1	0	0	"vitro_only"
"Mm Smc1a"	1	0	0	0	"vitro_only"
"Mm Smc2"	1	1	0	0	"vitro_only"
"Mm Smc3"	1	0	0	0	"vitro_only"
"Mm Smc4"	1	1	0	0	"vitro_only"
"Mm Smc6"	1	1	0	0	"vitro_only"
"Mm Smg5"	1	1	0	1	"shared"
"Mm Smg6"	1	1	0	0	"vitro_only"
"Mm Smg7"	1	0	0	0	"vitro_only"
"Mm Smn1"	1	0	0	0	"vitro_only"
"Mm Smpd5"	1	0	0	0	"vitro_only"
"Mm Smu1"	1	0	0	0	"vitro_only"
"Mm Snap23"	1	1	0	0	"vitro_only"
"Mm Snapc4"	1	1	1	0	"shared"
"Mm Snapc5"	1	0	0	0	"vitro_only"
"Mm Snf8"	1	0	0	1	"shared"
"Mm Snrnp200"	1	1	0	0	"vitro_only"
"Mm Snrnp25"	1	1	0	0	"vitro_only"
"Mm Snrnp40"	1	1	0	0	"vitro_only"
"Mm Snrpa1"	1	1	0	0	"vitro_only"
"Mm Snrpb"	1	0	0	0	"vitro_only"
"Mm Snrpd1"	1	1	0	1	"shared"
"Mm Snrpd2"	1	1	0	0	"vitro_only"
"Mm Snrpd3"	1	1	0	0	"vitro_only"
"Mm Snrpe"	1	0	1	0	"shared"
"Mm Snrpf"	1	1	0	1	"shared"
"Mm Snrpg"	1	1	0	0	"vitro_only"
"Mm Snupn"	1	1	0	0	"vitro_only"
"Mm Snw1"	1	0	0	0	"vitro_only"
"Mm Sod1"	1	1	0	0	"vitro_only"
"Mm Sod2"	1	0	0	0	"vitro_only"
"Mm Sox4"	1	1	0	0	"vitro_only"
"Mm Sp110"	1	0	0	0	"vitro_only"
"Mm Sp1"	1	0	0	0	"vitro_only"
"Mm Spata31d1a"	1	0	0	0	"vitro_only"
"Mm Spata5l1"	1	1	0	0	"vitro_only"
"Mm Spats1"	1	1	0	0	"vitro_only"
"Mm Spc24"	1	1	1	0	"shared"
"Mm Spcs3"	1	0	0	0	"vitro_only"
"Mm Spdl1"	1	0	0	0	"vitro_only"
"Mm Spdya"	1	0	0	0	"vitro_only"
"Mm Spib"	1	0	0	0	"vitro_only"
"Mm Spint4"	1	0	0	0	"vitro_only"
"Mm Spred2"	1	0	0	0	"vitro_only"
"Mm Sptlc2"	1	1	1	0	"shared"
"Mm Srebf1"	1	0	0	0	"vitro_only"
"Mm Srp14"	1	1	0	0	"vitro_only"
"Mm Srp19"	1	0	0	0	"vitro_only"
"Mm Srp68"	1	1	0	1	"shared"
"Mm Srp9"	1	0	0	0	"vitro_only"
"Mm Srpr"	1	0	0	0	"vitro_only"
"Mm Srrd"	1	0	0	0	"vitro_only"
"Mm Srrm1"	1	0	0	0	"vitro_only"
"Mm Srrm2"	1	0	1	0	"shared"
"Mm Srrt"	1	0	0	0	"vitro_only"
"Mm Srsf10"	1	1	1	0	"shared"
"Mm Srsf1"	1	1	0	0	"vitro_only"
"Mm Srsf2"	1	0	0	0	"vitro_only"
"Mm Srsf3"	1	0	0	0	"vitro_only"
"Mm Ss18"	1	1	0	0	"vitro_only"
"Mm Ssbp1"	1	1	0	0	"vitro_only"
"Mm Ssbp2"	1	0	0	0	"vitro_only"
"Mm Ssrp1"	1	1	0	0	"vitro_only"
"Mm Ssu72"	1	1	0	0	"vitro_only"
"Mm St6galnac6"	1	0	0	0	"vitro_only"
"Mm Stat5a"	1	1	0	0	"vitro_only"
"Mm Stat5b"	1	1	0	0	"vitro_only"
"Mm Steap3"	1	0	0	0	"vitro_only"
"Mm Stil"	1	0	1	0	"shared"
"Mm Stk11"	1	1	0	0	"vitro_only"
"Mm Stk38l"	1	0	0	0	"vitro_only"
"Mm Strap"	1	1	1	1	"shared"
"Mm Strip1"	1	1	1	0	"shared"
"Mm Stx4a"	1	0	1	0	"shared"
"Mm Stx5a"	1	1	0	0	"vitro_only"
"Mm Sugt1"	1	1	0	0	"vitro_only"
"Mm Sumo1"	1	0	1	0	"shared"
"Mm Sumo2"	1	1	0	0	"vitro_only"
"Mm Supt16"	1	1	1	1	"shared"
"Mm Supt4a"	1	1	0	1	"shared"
"Mm Supt5"	1	1	0	0	"vitro_only"
"Mm Supt6"	1	0	0	0	"vitro_only"
"Mm Supv3l1"	1	0	0	0	"vitro_only"
"Mm Surf6"	1	0	0	0	"vitro_only"
"Mm Suv39h1"	1	0	0	0	"vitro_only"
"Mm Syf2"	1	0	0	0	"vitro_only"
"Mm Sympk"	1	0	0	0	"vitro_only"
"Mm Syndig1"	1	0	0	0	"vitro_only"
"Mm Sys1"	1	1	0	0	"vitro_only"
"Mm Taf11"	1	0	1	0	"shared"
"Mm Taf13"	1	0	0	0	"vitro_only"
"Mm Taf1b"	1	1	0	0	"vitro_only"
"Mm Taf1c"	1	1	0	0	"vitro_only"
"Mm Taf1"	1	1	0	0	"vitro_only"
"Mm Taf2"	1	1	0	0	"vitro_only"
"Mm Taf5l"	1	1	0	0	"vitro_only"
"Mm Taf5"	1	0	1	0	"shared"
"Mm Taf6l"	1	0	1	0	"shared"
"Mm Taf7"	1	0	0	0	"vitro_only"
"Mm Taf9"	1	1	0	0	"vitro_only"
"Mm Tamm41"	1	1	0	0	"vitro_only"
"Mm Tango6"	1	0	0	0	"vitro_only"
"Mm Taok2"	1	0	0	0	"vitro_only"
"Mm Taok3"	1	0	0	0	"vitro_only"
"Mm Tardbp"	1	1	0	0	"vitro_only"
"Mm Taz"	1	1	1	1	"shared"
"Mm Tbca"	1	1	0	0	"vitro_only"
"Mm Tbcb"	1	1	1	1	"shared"
"Mm Tbcc"	1	0	0	0	"vitro_only"
"Mm Tbcd"	1	1	0	1	"shared"
"Mm Tbl3"	1	0	0	0	"vitro_only"
"Mm Tbp"	1	1	0	0	"vitro_only"
"Mm Tceb1"	1	0	0	0	"vitro_only"
"Mm Tceb2"	1	0	0	0	"vitro_only"
"Mm Tcp1"	1	1	0	0	"vitro_only"
"Mm Tcstv3"	1	0	0	0	"vitro_only"
"Mm Tefm"	1	1	0	0	"vitro_only"
"Mm Telo2"	1	0	0	0	"vitro_only"
"Mm Terf1"	1	0	0	0	"vitro_only"
"Mm Terf2"	1	1	0	0	"vitro_only"
"Mm Tfam"	1	1	0	1	"shared"
"Mm Tfb2m"	1	0	1	1	"shared"
"Mm Tfdp1"	1	0	0	0	"vitro_only"
"Mm Tfrc"	1	1	0	0	"vitro_only"
"Mm Thap11"	1	1	0	0	"vitro_only"
"Mm Thbs3"	1	0	0	0	"vitro_only"
"Mm Thg1l"	1	1	0	1	"shared"
"Mm Thoc3"	1	1	0	0	"vitro_only"
"Mm Thoc5"	1	0	0	0	"vitro_only"
"Mm Thoc7"	1	1	0	0	"vitro_only"
"Mm Ticrr"	1	0	0	0	"vitro_only"
"Mm Timm10"	1	1	0	0	"vitro_only"
"Mm Timm23"	1	1	1	0	"shared"
"Mm Timm44"	1	0	0	0	"vitro_only"
"Mm Timmdc1"	1	1	1	1	"shared"
"Mm Tinf2"	1	1	0	0	"vitro_only"
"Mm Tipin"	1	0	0	0	"vitro_only"
"Mm Tiprl"	1	0	1	0	"shared"
"Mm Tkt"	1	0	0	0	"vitro_only"
"Mm Tmed2"	1	1	1	0	"shared"
"Mm Tmed7"	1	0	0	0	"vitro_only"
"Mm Tmem164"	1	1	0	0	"vitro_only"
"Mm Tmem189"	1	0	0	0	"vitro_only"
"Mm Tmem196"	1	0	0	1	"shared"
"Mm Tmem208"	1	0	0	0	"vitro_only"
"Mm Tmem221"	1	0	0	0	"vitro_only"
"Mm Tmem222"	1	0	0	0	"vitro_only"
"Mm Tmem261"	1	1	0	1	"shared"
"Mm Tmem55b"	1	0	0	0	"vitro_only"
"Mm Tmem88b"	1	0	0	0	"vitro_only"
"Mm Tmx2"	1	0	0	0	"vitro_only"
"Mm Tnpo1"	1	1	0	1	"shared"
"Mm Tnpo3"	1	0	0	0	"vitro_only"
"Mm Tob1"	1	0	0	0	"vitro_only"
"Mm Toe1"	1	1	0	0	"vitro_only"
"Mm Tomm40"	1	1	0	1	"shared"
"Mm Tomm5"	1	0	0	0	"vitro_only"
"Mm Tonsl"	1	1	0	0	"vitro_only"
"Mm Top2a"	1	0	0	0	"vitro_only"
"Mm Top3a"	1	0	0	0	"vitro_only"
"Mm Topors"	1	0	0	0	"vitro_only"
"Mm Tpi1"	1	1	0	0	"vitro_only"
"Mm Tprkb"	1	1	0	0	"vitro_only"
"Mm Tpr"	1	0	0	1	"shared"
"Mm Tpt1"	1	1	0	0	"vitro_only"
"Mm Tpte"	1	0	0	0	"vitro_only"
"Mm Tra2b"	1	1	0	0	"vitro_only"
"Mm Traf3ip3"	1	0	0	0	"vitro_only"
"Mm Trappc11"	1	1	0	0	"vitro_only"
"Mm Trappc3"	1	1	0	0	"vitro_only"
"Mm Trappc4"	1	1	0	0	"vitro_only"
"Mm Trappc5"	1	0	0	0	"vitro_only"
"Mm Trappc6a"	1	0	0	0	"vitro_only"
"Mm Triap1"	1	0	0	0	"vitro_only"
"Mm Trim28"	1	1	1	0	"shared"
"Mm Trim37"	1	0	0	0	"vitro_only"
"Mm Trip13"	1	0	0	1	"shared"
"Mm Trmt112"	1	1	0	0	"vitro_only"
"Mm Trmt5"	1	0	1	1	"shared"
"Mm Trmu"	1	0	0	0	"vitro_only"
"Mm Trrap"	1	0	0	0	"vitro_only"
"Mm Tsen2"	1	1	0	0	"vitro_only"
"Mm Tsen54"	1	1	0	0	"vitro_only"
"Mm Tsfm"	1	1	0	0	"vitro_only"
"Mm Tsg101"	1	1	0	0	"vitro_only"
"Mm Tsr1"	1	1	0	0	"vitro_only"
"Mm Tsr2"	1	1	0	0	"vitro_only"
"Mm Tsta3"	1	0	0	0	"vitro_only"
"Mm Ttc27"	1	1	0	0	"vitro_only"
"Mm Ttf1"	1	0	0	1	"shared"
"Mm Tti1"	1	0	0	0	"vitro_only"
"Mm Tti2"	1	1	1	0	"shared"
"Mm Ttk"	1	1	0	0	"vitro_only"
"Mm Tubb5"	1	1	0	0	"vitro_only"
"Mm Tubgcp2"	1	1	0	0	"vitro_only"
"Mm Tubgcp3"	1	0	0	0	"vitro_only"
"Mm Tubgcp4"	1	0	0	0	"vitro_only"
"Mm Tufm"	1	1	0	0	"vitro_only"
"Mm Tut1"	1	1	0	0	"vitro_only"
"Mm Twistnb"	1	1	0	0	"vitro_only"
"Mm Txn1"	1	1	0	0	"vitro_only"
"Mm Txn2"	1	1	0	1	"shared"
"Mm Txndc15"	1	0	0	0	"vitro_only"
"Mm Txnl4a"	1	0	1	0	"shared"
"Mm Txnl4b"	1	1	0	0	"vitro_only"
"Mm Tyms"	1	1	0	1	"shared"
