"xGene"	"ma_vitro"	"hm_vitro"	"ma_vivo"	"hm_vivo"	"group"
"Mm U2af1"	1	1	0	0	"vitro_only"
"Mm U2af2"	1	1	1	0	"shared"
"Mm U2surp"	1	0	0	0	"vitro_only"
"Mm Uba1"	1	1	0	0	"vitro_only"
"Mm Uba2"	1	1	1	1	"shared"
"Mm Uba3"	1	0	0	0	"vitro_only"
"Mm Uba52"	1	1	0	0	"vitro_only"
"Mm Uba5"	1	1	0	0	"vitro_only"
"Mm Ubap2l"	1	1	0	0	"vitro_only"
"Mm Ube2a"	1	0	0	0	"vitro_only"
"Mm Ube2cbp"	1	0	1	0	"shared"
"Mm Ube2d3"	1	1	0	0	"vitro_only"
"Mm Ube2g2"	1	1	0	0	"vitro_only"
"Mm Ube2i"	1	1	0	1	"shared"
"Mm Ube2j2"	1	0	1	1	"shared"
"Mm Ube2k"	1	0	0	0	"vitro_only"
"Mm Ube2l3"	1	1	1	0	"shared"
"Mm Ube2z"	1	1	1	1	"shared"
"Mm Ube3a"	1	0	0	0	"vitro_only"
"Mm Ubl5"	1	1	0	0	"vitro_only"
"Mm Ubp1"	1	0	0	0	"vitro_only"
"Mm Ubr4"	1	0	0	0	"vitro_only"
"Mm Ubxn7"	1	0	0	0	"vitro_only"
"Mm Ufc1"	1	0	0	0	"vitro_only"
"Mm Ufd1l"	1	0	0	0	"vitro_only"
"Mm Ufm1"	1	0	1	0	"shared"
"Mm Ugp2"	1	0	0	1	"shared"
"Mm Uhrf1"	1	1	0	0	"vitro_only"
"Mm Ulk3"	1	1	0	0	"vitro_only"
"Mm Umps"	1	1	0	0	"vitro_only"
"Mm Upf1"	1	1	1	0	"shared"
"Mm Uqcc2"	1	0	1	0	"shared"
"Mm Uqcrc1"	1	1	0	1	"shared"
"Mm Uqcrc2"	1	1	0	0	"vitro_only"
"Mm Uqcrfs1"	1	1	0	0	"vitro_only"
"Mm Urb1"	1	0	0	0	"vitro_only"
"Mm Uri1"	1	1	0	0	"vitro_only"
"Mm Urm1"	1	0	0	0	"vitro_only"
"Mm Uros"	1	0	0	0	"vitro_only"
"Mm Usmg5"	1	0	0	0	"vitro_only"
"Mm Uso1"	1	0	0	0	"vitro_only"
"Mm Usp16"	1	1	1	0	"shared"
"Mm Usp36"	1	0	0	0	"vitro_only"
"Mm Usp39"	1	1	0	0	"vitro_only"
"Mm Usp7"	1	1	0	0	"vitro_only"
"Mm Usp8"	1	0	0	0	"vitro_only"
"Mm Utp11l"	1	1	0	0	"vitro_only"
"Mm Utp14a"	1	0	0	0	"vitro_only"
"Mm Utp14b"	1	0	0	0	"vitro_only"
"Mm Utp15"	1	1	0	0	"vitro_only"
"Mm Utp18"	1	1	0	0	"vitro_only"
"Mm Utp20"	1	1	0	0	"vitro_only"
"Mm Utp23"	1	0	1	1	"shared"
"Mm Utp6"	1	1	0	0	"vitro_only"
"Mm Uxt"	1	0	0	0	"vitro_only"
"Mm Vars2"	1	1	1	0	"shared"
"Mm Vars"	1	1	0	1	"shared"
"Mm Vbp1"	1	1	0	0	"vitro_only"
"Mm Vdac2"	1	1	1	0	"shared"
"Mm Vezt"	1	0	0	0	"vitro_only"
"Mm Vma21"	1	0	0	0	"vitro_only"
"Mm Vmn1r124"	1	0	0	0	"vitro_only"
"Mm Vmn1r82"	1	0	0	0	"vitro_only"
"Mm Vmn2r92"	1	0	0	0	"vitro_only"
"Mm Vmp1"	1	1	0	0	"vitro_only"
"Mm Vprbp"	1	0	0	0	"vitro_only"
"Mm Vpreb3"	1	0	0	0	"vitro_only"
"Mm Vps13d"	1	1	0	0	"vitro_only"
"Mm Vps18"	1	0	0	0	"vitro_only"
"Mm Vps25"	1	1	0	0	"vitro_only"
"Mm Vps28"	1	1	0	0	"vitro_only"
"Mm Vps33a"	1	0	0	1	"shared"
"Mm Vps35"	1	0	0	1	"shared"
"Mm Vps45"	1	0	0	1	"shared"
"Mm Vps52"	1	0	0	0	"vitro_only"
"Mm Vwa9"	1	1	0	1	"shared"
"Mm Wac"	1	1	0	0	"vitro_only"
"Mm Wars"	1	0	0	0	"vitro_only"
"Mm Wash"	1	0	0	0	"vitro_only"
"Mm Wbp4"	1	0	1	0	"shared"
"Mm Wbscr16"	1	1	1	0	"shared"
"Mm Wdr12"	1	1	0	0	"vitro_only"
"Mm Wdr18"	1	1	0	0	"vitro_only"
"Mm Wdr24"	1	1	1	1	"shared"
"Mm Wdr33"	1	1	0	0	"vitro_only"
"Mm Wdr3"	1	0	0	0	"vitro_only"
"Mm Wdr43"	1	0	1	0	"shared"
"Mm Wdr46"	1	0	0	0	"vitro_only"
"Mm Wdr48"	1	1	0	1	"shared"
"Mm Wdr55"	1	1	0	0	"vitro_only"
"Mm Wdr5"	1	0	1	0	"shared"
"Mm Wdr61"	1	0	1	0	"shared"
"Mm Wdr73"	1	1	1	1	"shared"
"Mm Wdr74"	1	1	0	0	"vitro_only"
"Mm Wdr75"	1	1	0	0	"vitro_only"
"Mm Wdr77"	1	1	0	0	"vitro_only"
"Mm Wdr82"	1	0	1	0	"shared"
"Mm Wdr83"	1	1	0	0	"vitro_only"
"Mm Wee1"	1	0	0	0	"vitro_only"
"Mm Wnk1"	1	0	0	0	"vitro_only"
"Mm Wt1"	1	0	0	0	"vitro_only"
"Mm Wtap"	1	1	1	0	"shared"
"Mm Xab2"	1	1	0	0	"vitro_only"
"Mm Xpo1"	1	1	0	0	"vitro_only"
"Mm Xpo5"	1	0	1	0	"shared"
"Mm Yae1d1"	1	0	0	0	"vitro_only"
"Mm Yars2"	1	1	1	0	"shared"
"Mm Ybey"	1	1	0	0	"vitro_only"
"Mm Ybx1"	1	1	1	0	"shared"
"Mm Yeats2"	1	0	0	0	"vitro_only"
"Mm Ywhaq"	1	0	0	0	"vitro_only"
"Mm Yy1"	1	1	0	1	"shared"
"Mm Zbtb11"	1	1	0	1	"shared"
"Mm Zbtb14"	1	0	0	0	"vitro_only"
"Mm Zbtb8os"	1	0	0	0	"vitro_only"
"Mm Zc3h18"	1	0	0	0	"vitro_only"
"Mm Zcchc9"	1	1	0	0	"vitro_only"
"Mm Zcrb1"	1	0	0	0	"vitro_only"
"Mm Zfp131"	1	1	0	1	"shared"
"Mm Zfp217"	1	0	0	0	"vitro_only"
"Mm Zfp330"	1	0	0	0	"vitro_only"
"Mm Zfp407"	1	1	0	0	"vitro_only"
"Mm Zfp574"	1	0	0	0	"vitro_only"
"Mm Zfp706"	1	0	1	1	"shared"
"Mm Zfp758"	1	0	0	0	"vitro_only"
"Mm Zfp781"	1	0	0	0	"vitro_only"
"Mm Zfp830"	1	0	0	0	"vitro_only"
"Mm Zfp936"	1	0	0	0	"vitro_only"
"Mm Zmiz2"	1	0	0	0	"vitro_only"
"Mm Zmynd8"	1	1	0	0	"vitro_only"
"Mm Znhit1"	1	0	0	0	"vitro_only"
"Mm Znhit2"	1	0	0	0	"vitro_only"
"Mm Znhit3"	1	0	0	0	"vitro_only"
"Mm Znhit6"	1	1	0	0	"vitro_only"
"Mm Zzz3"	1	0	0	0	"vitro_only"
"Mm mmu-mir-149"	1	0	0	0	"vitro_only"
"Mm mmu-mir-6408"	1	0	0	0	"vitro_only"
"Mm mmu-mir-7211"	1	0	0	0	"vitro_only"
"Mm mmu-mir-3060"	1	0	0	0	"vitro_only"
"Mm mmu-mir-6516"	1	0	0	0	"vitro_only"
"Mm mmu-mir-5627"	1	0	0	0	"vitro_only"
"Mm mmu-mir-1843a"	1	0	0	0	"vitro_only"
"Mm mmu-mir-540"	1	1	0	0	"vitro_only"
"Mm mmu-mir-370"	1	0	0	0	"vitro_only"
"Mm mmu-mir-329"	1	0	0	0	"vitro_only"
"Mm mmu-mir-1193"	1	0	0	1	"shared"
"Mm mmu-mir-134"	1	0	0	0	"vitro_only"
"Mm mmu-mir-6388"	1	0	1	0	"shared"
"Mm mmu-mir-6369"	1	0	0	0	"vitro_only"
"Mm mmu-mir-713"	1	0	0	0	"vitro_only"
"Mm mmu-mir-682"	1	0	0	0	"vitro_only"
"Mm mmu-mir-3077"	1	0	0	0	"vitro_only"
"Mm mmu-mir-719"	1	1	0	0	"vitro_only"
"Mm mmu-mir-6955"	1	0	0	0	"vitro_only"
"Mm mmu-mir-5113"	1	0	0	0	"vitro_only"
"Mm mmu-mir-3470b"	1	1	0	0	"vitro_only"
"Mm mmu-mir-5118"	1	0	0	0	"vitro_only"
"Mm mmu-mir-6967"	1	1	0	1	"shared"
"Mm mmu-mir-6970"	1	0	0	1	"shared"
"Mm mmu-mir-6975"	1	0	0	0	"vitro_only"
"Mm mmu-mir-8094"	1	0	0	0	"vitro_only"
"Mm mmu-mir-1192"	1	0	0	0	"vitro_only"
"Mm mmu-mir-8092"	1	0	0	0	"vitro_only"
"Mm mmu-mir-8090"	1	0	0	0	"vitro_only"
"Mm mmu-mir-511"	1	0	0	0	"vitro_only"
"Mm mmu-mir-6996"	1	0	0	0	"vitro_only"
"Mm mmu-mir-8093"	1	0	0	0	"vitro_only"
"Mm mmu-mir-7011"	1	0	0	0	"vitro_only"
"Mm mmu-mir-7013"	1	0	0	0	"vitro_only"
"Mm mmu-mir-760"	1	0	0	0	"vitro_only"
"Mm mmu-mir-6380"	1	0	0	0	"vitro_only"
"Mm mmu-mir-3471-1"	1	0	0	0	"vitro_only"
"Mm mmu-mir-7016"	1	0	0	0	"vitro_only"
"Mm mmu-mir-8117"	1	1	0	0	"vitro_only"
"Mm mmu-mir-8112"	1	0	0	0	"vitro_only"
"Mm mmu-mir-3470a"	1	1	0	0	"vitro_only"
"Mm mmu-mir-295"	1	0	0	0	"vitro_only"
"Mm mmu-mir-5620"	1	0	0	0	"vitro_only"
"Mm mmu-mir-344c"	1	0	0	0	"vitro_only"
"Mm mmu-mir-7057"	1	0	0	0	"vitro_only"
"Mm mmu-mir-326"	1	0	0	0	"vitro_only"
"Mm mmu-mir-3104"	1	0	0	0	"vitro_only"
"Mm mmu-mir-483"	1	0	0	1	"shared"
"Mm mmu-mir-3106"	1	0	0	0	"vitro_only"
"Mm mmu-mir-7240"	1	0	0	0	"vitro_only"
"Mm mmu-mir-8111"	1	0	0	0	"vitro_only"
"Mm mmu-mir-1946b"	1	0	0	0	"vitro_only"
"Mm mmu-mir-6236"	1	0	0	0	"vitro_only"
"Mm mmu-mir-351"	1	0	0	0	"vitro_only"
"Mm mmu-mir-718"	1	0	0	0	"vitro_only"
"Mm mmu-mir-1970"	1	0	0	0	"vitro_only"
"Mm mmu-mir-3472"	1	1	0	0	"vitro_only"
"Mm 1700012A03Rik"	0	0	1	1	"vivo_only"
"Mm 1700022I11Rik"	0	0	1	0	"vivo_only"
"Mm 1810043H04Rik"	0	0	1	0	"vivo_only"
"Mm 2010012O05Rik"	0	0	1	0	"vivo_only"
"Mm 2210407C18Rik"	0	0	1	0	"vivo_only"
"Mm 2310036O22Rik"	0	1	1	0	"shared"
"Mm 2610034B18Rik"	0	0	1	0	"vivo_only"
"Mm 3110043O21Rik"	0	0	1	0	"vivo_only"
"Mm 4930415L06Rik"	0	0	1	0	"vivo_only"
"Mm 4930563E22Rik"	0	0	1	0	"vivo_only"
"Mm 4933411K16Rik"	0	0	1	0	"vivo_only"
"Mm 4933427G17Rik"	0	0	1	0	"vivo_only"
"Mm Sept7"	0	0	1	0	"vivo_only"
"Mm Acad9"	0	1	1	0	"shared"
"Mm Acin1"	0	0	1	1	"vivo_only"
"Mm Adamts8"	0	0	1	0	"vivo_only"
"Mm Adamts9"	0	0	1	0	"vivo_only"
"Mm Adck4"	0	0	1	0	"vivo_only"
"Mm Aip"	0	0	1	0	"vivo_only"
"Mm Aldh1b1"	0	0	1	0	"vivo_only"
"Mm Aldh4a1"	0	0	1	0	"vivo_only"
"Mm Alg6"	0	0	1	0	"vivo_only"
"Mm Alg8"	0	1	1	1	"shared"
"Mm Anapc15"	0	0	1	0	"vivo_only"
"Mm Ankrd52"	0	0	1	0	"vivo_only"
"Mm Anxa3"	0	0	1	0	"vivo_only"
"Mm Ap2a2"	0	0	1	0	"vivo_only"
"Mm Arih2"	0	0	1	1	"vivo_only"
"Mm Arl14"	0	0	1	0	"vivo_only"
"Mm Ash2l"	0	1	1	1	"shared"
"Mm Atp13a1"	0	0	1	0	"vivo_only"
"Mm Atp5c1"	0	1	1	1	"shared"
"Mm Atp6ap2"	0	0	1	0	"vivo_only"
"Mm B2m"	0	0	1	1	"vivo_only"
"Mm B4galt1"	0	0	1	0	"vivo_only"
"Mm BC052040"	0	1	1	0	"shared"
"Mm Baz1b"	0	0	1	1	"vivo_only"
"Mm Bcl2l1"	0	0	1	0	"vivo_only"
"Mm Bcl2"	0	0	1	0	"vivo_only"
"Mm Bcl6b"	0	0	1	0	"vivo_only"
"Mm Bnip1"	0	0	1	0	"vivo_only"
"Mm Bod1l"	0	0	1	0	"vivo_only"
"Mm Bola3"	0	0	1	0	"vivo_only"
"Mm Bptf"	0	0	1	0	"vivo_only"
"Mm Bzw1"	0	0	1	0	"vivo_only"
"Mm C030006K11Rik"	0	0	1	0	"vivo_only"
"Mm C77080"	0	0	1	1	"vivo_only"
"Mm Cabin1"	0	0	1	0	"vivo_only"
"Mm Camk4"	0	0	1	0	"vivo_only"
"Mm Cc2d2a"	0	0	1	0	"vivo_only"
"Mm Cdk13"	0	0	1	0	"vivo_only"
"Mm Cenpc1"	0	0	1	0	"vivo_only"
"Mm Cep120"	0	1	1	0	"shared"
"Mm Ces2a"	0	0	1	0	"vivo_only"
"Mm Cfhr2"	0	0	1	0	"vivo_only"
"Mm Clec2g"	0	0	1	0	"vivo_only"
"Mm Clint1"	0	0	1	0	"vivo_only"
"Mm Coa5"	0	0	1	0	"vivo_only"
"Mm Cog4"	0	0	1	0	"vivo_only"
"Mm Copg1"	0	0	1	0	"vivo_only"
"Mm Cops7a"	0	0	1	1	"vivo_only"
"Mm Coq2"	0	0	1	0	"vivo_only"
"Mm Coq4"	0	0	1	0	"vivo_only"
"Mm Coq5"	0	1	1	1	"shared"
"Mm Coro1b"	0	0	1	0	"vivo_only"
"Mm Cpa5"	0	1	1	0	"shared"
"Mm Cr1l"	0	0	1	1	"vivo_only"
"Mm Cst6"	0	0	1	0	"vivo_only"
"Mm Cxcr4"	0	0	1	1	"vivo_only"
"Mm Daxx"	0	0	1	0	"vivo_only"
"Mm Dbf4"	0	0	1	0	"vivo_only"
"Mm Ddc"	0	0	1	0	"vivo_only"
"Mm Dear1"	0	0	1	1	"vivo_only"
"Mm Det1"	0	0	1	0	"vivo_only"
"Mm Dnajb3"	0	0	1	1	"vivo_only"
"Mm Dpysl3"	0	0	1	0	"vivo_only"
"Mm Dynll1"	0	0	1	0	"vivo_only"
"Mm Eefsec"	0	1	1	1	"shared"
"Mm Eif3h"	0	0	1	0	"vivo_only"
"Mm Eln"	0	0	1	0	"vivo_only"
"Mm Emc2"	0	0	1	0	"vivo_only"
"Mm Emc8"	0	0	1	0	"vivo_only"
"Mm Ep300"	0	0	1	0	"vivo_only"
"Mm Erbb2ip"	0	0	1	0	"vivo_only"
"Mm Erc2"	0	0	1	0	"vivo_only"
"Mm Eri1"	0	1	1	1	"shared"
"Mm Ethe1"	0	0	1	0	"vivo_only"
"Mm Etohi1"	0	0	1	0	"vivo_only"
"Mm Etv6"	0	0	1	0	"vivo_only"
"Mm Fadd"	0	1	1	0	"shared"
"Mm Fam178b"	0	0	1	0	"vivo_only"
"Mm Fam32a"	0	0	1	0	"vivo_only"
"Mm Fam84a"	0	0	1	0	"vivo_only"
"Mm Fam98b"	0	0	1	0	"vivo_only"
"Mm Fancc"	0	0	1	0	"vivo_only"
"Mm Fancg"	0	0	1	0	"vivo_only"
"Mm Fastkd5"	0	0	1	0	"vivo_only"
"Mm Fbrs"	0	1	1	1	"shared"
"Mm Fbxw11"	0	0	1	0	"vivo_only"
"Mm Fbxw7"	0	0	1	0	"vivo_only"
"Mm Fdx1"	0	0	1	0	"vivo_only"
"Mm Fermt3"	0	0	1	1	"vivo_only"
"Mm Fgfr3"	0	0	1	0	"vivo_only"
"Mm Fiz1"	0	0	1	0	"vivo_only"
"Mm Foxi2"	0	0	1	0	"vivo_only"
"Mm Foxred1"	0	0	1	0	"vivo_only"
"Mm Fstl4"	0	0	1	0	"vivo_only"
"Mm Fzd8"	0	0	1	0	"vivo_only"
"Mm Fzr1"	0	0	1	0	"vivo_only"
"Mm G6pdx"	0	1	1	0	"shared"
"Mm Ganab"	0	0	1	0	"vivo_only"
"Mm Gbp9"	0	0	1	0	"vivo_only"
"Mm Glt6d1"	0	1	1	1	"shared"
"Mm Gm12657"	0	0	1	0	"vivo_only"
"Mm Gm17677"	0	0	1	0	"vivo_only"
"Mm Gmeb2"	0	0	1	0	"vivo_only"
"Mm Gnai2"	0	0	1	1	"vivo_only"
"Mm Gnai3"	0	0	1	0	"vivo_only"
"Mm Gpx2"	0	0	1	0	"vivo_only"
"Mm Gtf2h5"	0	0	1	0	"vivo_only"
"Mm Gtf3c6"	0	0	1	0	"vivo_only"
"Mm Gucy2f"	0	0	1	0	"vivo_only"
"Mm Haus3"	0	0	1	0	"vivo_only"
"Mm Helz2"	0	0	1	0	"vivo_only"
"Mm Hira"	0	0	1	0	"vivo_only"
"Mm Hmbs"	0	0	1	0	"vivo_only"
"Mm Hnrnpa0"	0	1	1	0	"shared"
"Mm Hoxb13"	0	0	1	0	"vivo_only"
"Mm Htr1f"	0	0	1	0	"vivo_only"
"Mm Ifna14"	0	0	1	0	"vivo_only"
"Mm Ikzf1"	0	0	1	0	"vivo_only"
"Mm Itpripl1"	0	0	1	0	"vivo_only"
"Mm Kctd13"	0	0	1	0	"vivo_only"
"Mm Kdm6a"	0	0	1	1	"vivo_only"
"Mm Kifc2"	0	0	1	0	"vivo_only"
"Mm Klf5"	0	0	1	0	"vivo_only"
"Mm Klk1b9"	0	0	1	0	"vivo_only"
"Mm Lamtor4"	0	0	1	0	"vivo_only"
"Mm Lias"	0	1	1	1	"shared"
"Mm Lig3"	0	0	1	0	"vivo_only"
"Mm Lipt1"	0	1	1	0	"shared"
"Mm Lipt2"	0	1	1	1	"shared"
"Mm Loxl4"	0	0	1	0	"vivo_only"
"Mm Luc7l3"	0	0	1	0	"vivo_only"
"Mm Mad2l1"	0	0	1	0	"vivo_only"
"Mm Mall"	0	0	1	0	"vivo_only"
"Mm Malt1"	0	0	1	0	"vivo_only"
"Mm Mansc1"	0	0	1	0	"vivo_only"
"Mm Map3k7"	0	0	1	0	"vivo_only"
"Mm Mapkap1"	0	0	1	0	"vivo_only"
"Mm Mef2c"	0	0	1	0	"vivo_only"
"Mm Megf6"	0	0	1	0	"vivo_only"
"Mm Mettl1"	0	0	1	1	"vivo_only"
"Mm Mfsd8"	0	0	1	0	"vivo_only"
"Mm Mgat2"	0	1	1	0	"shared"
"Mm Mios"	0	0	1	0	"vivo_only"
"Mm Mllt10"	0	0	1	0	"vivo_only"
"Mm Mmp20"	0	0	1	0	"vivo_only"
"Mm Mmp25"	0	0	1	0	"vivo_only"
"Mm Mms19"	0	0	1	0	"vivo_only"
"Mm Mnat1"	0	0	1	0	"vivo_only"
"Mm Mob4"	0	1	1	0	"shared"
"Mm Mon2"	0	0	1	0	"vivo_only"
"Mm Mrps30"	0	1	1	0	"shared"
"Mm Mrps31"	0	0	1	0	"vivo_only"
"Mm Mrps33"	0	1	1	0	"shared"
"Mm Ms4a8a"	0	0	1	0	"vivo_only"
"Mm Mtch1"	0	0	1	0	"vivo_only"
"Mm Mto1"	0	0	1	1	"vivo_only"
"Mm Myl12a"	0	0	1	0	"vivo_only"
"Mm Myoc"	0	0	1	0	"vivo_only"
"Mm Nae1"	0	0	1	0	"vivo_only"
"Mm Ndufa2"	0	1	1	0	"shared"
"Mm Ndufa9"	0	0	1	1	"vivo_only"
"Mm Ndufaf1"	0	0	1	0	"vivo_only"
"Mm Ndufb10"	0	1	1	1	"shared"
"Mm Ndufb4"	0	0	1	0	"vivo_only"
"Mm Ndufc2"	0	0	1	0	"vivo_only"
"Mm Ndufs5"	0	0	1	0	"vivo_only"
"Mm Ndufv2"	0	0	1	1	"vivo_only"
"Mm Neurod2"	0	0	1	0	"vivo_only"
"Mm Nfkbid"	0	0	1	0	"vivo_only"
"Mm Nktr"	0	0	1	0	"vivo_only"
"Mm Noa1"	0	0	1	0	"vivo_only"
"Mm Nov"	0	0	1	0	"vivo_only"
"Mm Npat"	0	0	1	0	"vivo_only"
"Mm Nsd1"	0	0	1	1	"vivo_only"
"Mm Nubpl"	0	0	1	1	"vivo_only"
"Mm Olfr1089"	0	0	1	0	"vivo_only"
"Mm Olfr1104"	0	0	1	0	"vivo_only"
"Mm Olfr119"	0	0	1	0	"vivo_only"
"Mm Olfr1359"	0	0	1	0	"vivo_only"
"Mm Olfr1382"	0	0	1	0	"vivo_only"
"Mm Olfr1414"	0	0	1	0	"vivo_only"
"Mm Olfr186"	0	0	1	0	"vivo_only"
"Mm Olfr344"	0	0	1	0	"vivo_only"
"Mm Olfr355"	0	0	1	0	"vivo_only"
"Mm Olfr623"	0	0	1	0	"vivo_only"
"Mm Papola"	0	0	1	0	"vivo_only"
"Mm Patz1"	0	0	1	0	"vivo_only"
"Mm Pcbp2"	0	0	1	0	"vivo_only"
"Mm Pck2"	0	1	1	0	"shared"
"Mm Pdia2"	0	0	1	0	"vivo_only"
"Mm Pdpk1"	0	0	1	0	"vivo_only"
"Mm Pet117"	0	0	1	0	"vivo_only"
"Mm Pgm3"	0	0	1	0	"vivo_only"
"Mm Pigz"	0	0	1	0	"vivo_only"
"Mm Pira6"	0	0	1	0	"vivo_only"
"Mm Pirt"	0	0	1	0	"vivo_only"
"Mm Pmp2"	0	0	1	0	"vivo_only"
"Mm Ppapdc1b"	0	0	1	0	"vivo_only"
"Mm Ppbp"	0	0	1	0	"vivo_only"
"Mm Ppox"	0	0	1	0	"vivo_only"
"Mm Ppp2r2b"	0	0	1	0	"vivo_only"
"Mm Ppp4r2"	0	0	1	0	"vivo_only"
"Mm Prkar1a"	0	0	1	0	"vivo_only"
"Mm Prkcd"	0	0	1	0	"vivo_only"
"Mm Prps1l3"	0	0	1	0	"vivo_only"
"Mm Prr14l"	0	0	1	0	"vivo_only"
"Mm Psmd7"	0	0	1	0	"vivo_only"
"Mm Ptgs2"	0	0	1	0	"vivo_only"
"Mm Rabep2"	0	0	1	0	"vivo_only"
"Mm Rbck1"	0	0	1	0	"vivo_only"
"Mm Rbm14"	0	0	1	0	"vivo_only"
"Mm Rc3h1"	0	0	1	0	"vivo_only"
"Mm Rdx"	0	0	1	0	"vivo_only"
"Mm Reg2"	0	0	1	0	"vivo_only"
"Mm Rere"	0	0	1	0	"vivo_only"
"Mm Rex2"	0	0	1	0	"vivo_only"
"Mm Rgs3"	0	0	1	0	"vivo_only"
"Mm Ric8"	0	0	1	1	"vivo_only"
"Mm Rnf138"	0	0	1	0	"vivo_only"
"Mm Rpap2"	0	0	1	0	"vivo_only"
"Mm Rpp40"	0	0	1	0	"vivo_only"
"Mm Rps6ka1"	0	0	1	0	"vivo_only"
"Mm Runx1"	0	0	1	0	"vivo_only"
"Mm S100a11"	0	0	1	0	"vivo_only"
"Mm Satb1"	0	0	1	0	"vivo_only"
"Mm Scfd1"	0	0	1	0	"vivo_only"
"Mm Scin"	0	0	1	0	"vivo_only"
"Mm Sco1"	0	0	1	1	"vivo_only"
"Mm Scube2"	0	0	1	0	"vivo_only"
"Mm Sdr16c5"	0	0	1	0	"vivo_only"
"Mm Sec61b"	0	0	1	0	"vivo_only"
"Mm Seh1l"	0	0	1	0	"vivo_only"
"Mm Senp5"	0	0	1	0	"vivo_only"
"Mm Serpina1b"	0	0	1	1	"vivo_only"
"Mm Setd1b"	0	0	1	0	"vivo_only"
"Mm Sf3a2"	0	1	1	0	"shared"
"Mm Sik3"	0	0	1	0	"vivo_only"
"Mm Slc16a5"	0	0	1	0	"vivo_only"
"Mm Slc19a1"	0	0	1	1	"vivo_only"
"Mm Slc25a19"	0	0	1	0	"vivo_only"
"Mm Slc25a51"	0	0	1	0	"vivo_only"
"Mm Slc30a5"	0	0	1	0	"vivo_only"
"Mm Slc31a1"	0	1	1	0	"shared"
"Mm Slc38a1"	0	0	1	0	"vivo_only"
"Mm Slc7a11"	0	0	1	0	"vivo_only"
"Mm Slc7a6os"	0	0	1	0	"vivo_only"
"Mm Smc5"	0	0	1	0	"vivo_only"
"Mm Snx27"	0	0	1	0	"vivo_only"
"Mm Sox8"	0	1	1	0	"shared"
"Mm Sox9"	0	0	1	0	"vivo_only"
"Mm Speer4a"	0	0	1	0	"vivo_only"
"Mm Spi1"	0	0	1	1	"vivo_only"
"Mm Sprr2e"	0	0	1	0	"vivo_only"
"Mm Sprtn"	0	0	1	0	"vivo_only"
"Mm Spsb4"	0	0	1	0	"vivo_only"
"Mm Srm"	0	0	1	1	"vivo_only"
"Mm Ssbp4"	0	0	1	0	"vivo_only"
"Mm Ssx9"	0	0	1	0	"vivo_only"
"Mm Stk17b"	0	0	1	0	"vivo_only"
"Mm Stk35"	0	0	1	0	"vivo_only"
"Mm Stx1a"	0	0	1	0	"vivo_only"
"Mm Sult5a1"	0	0	1	0	"vivo_only"
"Mm Sumo3"	0	0	1	0	"vivo_only"
"Mm Taar8c"	0	0	1	0	"vivo_only"
"Mm Tacstd2"	0	0	1	0	"vivo_only"
"Mm Taf10"	0	0	1	0	"vivo_only"
"Mm Taf6"	0	0	1	0	"vivo_only"
"Mm Tapbp"	0	0	1	1	"vivo_only"
"Mm Tcf12"	0	0	1	0	"vivo_only"
"Mm Tfb1m"	0	0	1	0	"vivo_only"
"Mm Tln1"	0	0	1	1	"vivo_only"
"Mm Tmed10"	0	1	1	0	"shared"
"Mm Tmem220"	0	0	1	0	"vivo_only"
"Mm Tmem41b"	0	0	1	0	"vivo_only"
"Mm Tmem68"	0	0	1	0	"vivo_only"
"Mm Tor1a"	0	0	1	0	"vivo_only"
"Mm Tram1"	0	0	1	0	"vivo_only"
"Mm Trcg1"	0	0	1	0	"vivo_only"
"Mm Trit1"	0	0	1	0	"vivo_only"
"Mm Trmt1l"	0	0	1	0	"vivo_only"
"Mm Trmt61a"	0	0	1	0	"vivo_only"
"Mm Ube2f"	0	0	1	0	"vivo_only"
"Mm Ube2m"	0	0	1	0	"vivo_only"
"Mm Uggt1"	0	0	1	0	"vivo_only"
"Mm Usb1"	0	0	1	0	"vivo_only"
"Mm Usp19"	0	0	1	0	"vivo_only"
"Mm Vmn1r219"	0	0	1	0	"vivo_only"
"Mm Vmn2r109"	0	0	1	0	"vivo_only"
"Mm Vmn2r116"	0	1	1	1	"shared"
"Mm Vps11"	0	1	1	0	"shared"
"Mm Vps29"	0	1	1	1	"shared"
"Mm Vps53"	0	0	1	0	"vivo_only"
"Mm Vwa2"	0	0	1	0	"vivo_only"
"Mm Wdr20"	0	0	1	0	"vivo_only"
"Mm Wdr4"	0	0	1	1	"vivo_only"
"Mm Wdr59"	0	0	1	1	"vivo_only"
"Mm Wipf1"	0	0	1	0	"vivo_only"
"Mm Wnt1"	0	0	1	1	"vivo_only"
"Mm Xrcc1"	0	1	1	0	"shared"
"Mm Xrcc4"	0	0	1	1	"vivo_only"
"Mm Xrn1"	0	0	1	0	"vivo_only"
"Mm Zfp259"	0	1	1	0	"shared"
"Mm Zfp296"	0	0	1	0	"vivo_only"
"Mm Zfp428"	0	0	1	0	"vivo_only"
"Mm Zwilch"	0	0	1	0	"vivo_only"
"Mm mmu-mir-30a"	0	0	1	0	"vivo_only"
"Mm mmu-mir-7116"	0	0	1	0	"vivo_only"
"Mm mmu-mir-3068"	0	0	1	0	"vivo_only"
"Mm mmu-mir-17"	0	1	1	1	"shared"
"Mm mmu-mir-92a-1"	0	0	1	0	"vivo_only"
